Fiscal Year,Ad Campaign Name,Agency,Org Ad Placed In (Agency submission),Org Ad Placed In (MOECM Standardized),Outlet Channel (Agency submission),Type of Media (MOECM),Language,Spend Amount,Vendor Name,Ad Placement Method,Quarter (MOECM),Ad Start Date,Ad End Date,Purpose
FY23,D.Hylton Senior,ACS,AMNY-METRO,Schneps Media,Newspaper (Print),Print,English,4486,Miller,Placement Vendor,Q4,05/04/2023,05/25/2023,Programmatic: Other
FY23,Batz Girdhari Children,ACS,BRONX TIMES REPORTER,Schneps Media,Newspaper (Print),Print,English,1606,Miller,Placement Vendor,Q4,05/05/2023,05/26/2023,Programmatic: Other
FY23,Batz Girdhari Children,ACS,QUEENS TIMES LEDGER,Schneps Media,Newspaper (Print),Print,English,1606,Miller,Placement Vendor,Q4,05/05/2023,05/26/2023,Programmatic: Other
FY23,D.Hylton Senior,ACS,QUEENS TIMES LEDGER,Schneps Media,Newspaper (Print),Print,English,1606,Miller,Placement Vendor,Q4,05/05/2023,05/26/2023,Programmatic: Other
FY23,S. Diaz,ACS,AMNY-METRO,Schneps Media,Newspaper (Print),Print,English,4486,Miller,Placement Vendor,Q4,06/08/2023,06/29/2023,Programmatic: Other
FY23,S. Diaz,ACS,QUEENS TIMES LEDGER,Schneps Media,Newspaper (Print),Print,English,1606,Miller,Placement Vendor,Q4,06/09/2023,06/30/2023,Programmatic: Other
FY23,N. Sembly,ACS,CHELSEA NOW,Schneps Media,Newspaper (Print),Print,English,808,Miller,Placement Vendor,Q4,06/16/2023,07/07/2023,Programmatic: Other
FY23,J. Evans,ACS,MANHATTAN TIMES,The Manhattan Times,Newspaper (Print),Print,English,1535,Miller,Placement Vendor,Q3,03/01/2023,03/22/2023,Programmatic: Other
FY23,Chapman & Hines,ACS,MANHATTAN TIMES,The Manhattan Times,Newspaper (Print),Print,English,1535,Miller,Placement Vendor,Q4,05/03/2023,05/23/2023,Programmatic: Other
FY23,A. Galindo,ACS,MANHATTAN TIMES,The Manhattan Times,Newspaper (Print),Print,English,1535,Miller,Placement Vendor,Q4,05/24/2023,06/14/2023,Programmatic: Other
FY23,Attorney Level 2,ACS,City Limits,City Limits,Job Board,Other,"English, Bengali, Chinese, Russian, Spanish, French",34,Graystone,Placement Vendor,Q1,07/22/2022,08/21/2022,Recruitment
FY23,Agency Attorney I,ACS,"Idealist.org --action Without Borders, Inc.",Idealist,Job Board,Other,"English, Bengali, Chinese, Russian, Spanish, French",30,Graystone,Placement Vendor,Q1,07/22/2022,08/21/2022,Recruitment
FY23,Attorney Level 2,ACS,American Bar Association,American Bar Association,Job Board,Other,"English, Chinese, Russian, Spanish",101,Graystone,Placement Vendor,Q1,07/22/2022,08/21/2022,Recruitment
FY23,Agency Attorney I,ACS,City Limits,City Limits,Job Board,Other,"English, Chinese, Russian, Spanish",34,Graystone,Placement Vendor,Q1,07/22/2022,08/21/2022,Recruitment
FY23,Attorney Interne,ACS,"Idealist.org --action Without Borders, Inc.",Idealist,Job Board,Other,"English, Chinese, Russian, Spanish",30,Graystone,Placement Vendor,Q1,07/22/2022,08/21/2022,Recruitment
FY23,Executive Director,ACS,American Bar Association,American Bar Association,Job Board,Other,"English, Spanish",101,Graystone,Placement Vendor,Q1,07/15/2022,08/14/2022,Recruitment
FY23,Deputy Director of Intergovernmental Affairs,ACS,American Bar Association,American Bar Association,Job Board,Other,"English, Spanish",101,Graystone,Placement Vendor,Q1,07/15/2022,08/14/2022,Recruitment
FY23,Attorney Interne,ACS,American Bar Association,American Bar Association,Job Board,Other,"English, Spanish",101,Graystone,Placement Vendor,Q1,07/22/2022,08/21/2022,Recruitment
FY23,Agency Attorney I,ACS,American Bar Association,American Bar Association,Job Board,Other,"English, Spanish",101,Graystone,Placement Vendor,Q1,07/22/2022,08/21/2022,Recruitment
FY23,Agency Attorney 3,ACS,American Bar Association,American Bar Association,Job Board,Other,"English, Spanish",101,Graystone,Placement Vendor,Q1,08/05/2022,09/04/2022,Recruitment
FY23,Child Protective Specialists,ACS,Bronx Voice,Bronx Voice (GLM - Guess Line Media),Newspaper (Digital),Digital,"English, Spanish",40623,Graystone,Placement Vendor,Q3,03/01/2023,03/31/2023,Recruitment
FY23,Child Protective Specialists,ACS,Chalaman New York,Chalaman New York,Newspaper (Digital),Digital,"English, Spanish",22606,Graystone,Placement Vendor,Q3,03/01/2023,03/31/2023,Recruitment
FY23,Executive Director,ACS,City and State,City & State New York,Job Board,Other,"English, Spanish",40,Graystone,Placement Vendor,Q1,07/15/2022,08/14/2022,Recruitment
FY23,Deputy Director of Intergovernmental Affairs,ACS,City and State,City & State New York,Job Board,Other,"English, Spanish",40,Graystone,Placement Vendor,Q1,07/15/2022,08/14/2022,Recruitment
FY23,Attorney Interne,ACS,City and State,City & State New York,Job Board,Other,"English, Spanish",40,Graystone,Placement Vendor,Q1,07/22/2022,08/21/2022,Recruitment
FY23,Agency Attorney I,ACS,City and State,City & State New York,Job Board,Other,"English, Spanish",40,Graystone,Placement Vendor,Q1,07/22/2022,08/21/2022,Recruitment
FY23,Attorney Level 2,ACS,City and State,City & State New York,Job Board,Other,"English, Spanish",40,Graystone,Placement Vendor,Q1,07/22/2022,08/21/2022,Recruitment
FY23,Agency Attorney 3,ACS,City and State,City & State New York,Job Board,Other,"English, Spanish",40,Graystone,Placement Vendor,Q1,08/05/2022,09/04/2022,Recruitment
FY23,Executive Director,ACS,City and State,City & State New York,Job Board,Other,"English, Spanish",40,Graystone,Placement Vendor,Q1,08/23/2022,09/22/2022,Recruitment
FY23,"Deputy Commissioner, Financial Services",ACS,City and State,City & State New York,Job Board,Other,"English, Spanish",40,Graystone,Placement Vendor,Q2,10/12/2022,11/11/2022,Recruitment
FY23,Budget and Operations Manager,ACS,City and State,City & State New York,Job Board,Other,"English, Spanish",40,Graystone,Placement Vendor,Q3,01/01/2023,01/31/2023,Recruitment
FY23,Manager,ACS,City and State,City & State New York,Job Board,Other,"English, Spanish",40,Graystone,Placement Vendor,Q3,01/01/2023,01/31/2023,Recruitment
FY23,ATTORNEY INTERNE,ACS,City and State,City & State New York,Job Board,Other,"English, Spanish",53,Graystone,Placement Vendor,Q3,02/21/2023,03/23/2023,Recruitment
FY23,ATTORNEY LEVEL 1,ACS,City and State,City & State New York,Job Board,Other,"English, Spanish",45,Graystone,Placement Vendor,Q3,03/01/2023,03/31/2023,Recruitment
FY23,Investigative Consultant Level 1,ACS,City and State,City & State New York,Job Board,Other,"English, Spanish",40,Graystone,Placement Vendor,Q1,08/05/2022,09/04/2022,Recruitment
FY23,Executive Director,ACS,City Limits,City Limits,Job Board,Other,"English, Spanish",34,Graystone,Placement Vendor,Q1,07/15/2022,08/14/2022,Recruitment
FY23,Deputy Director of Intergovernmental Affairs,ACS,City Limits,City Limits,Job Board,Other,"English, Spanish",34,Graystone,Placement Vendor,Q1,07/15/2022,08/14/2022,Recruitment
FY23,Attorney Interne,ACS,City Limits,City Limits,Job Board,Other,"English, Spanish",34,Graystone,Placement Vendor,Q1,07/22/2022,08/21/2022,Recruitment
FY23,Agency Attorney 3,ACS,City Limits,City Limits,Job Board,Other,"English, Spanish",34,Graystone,Placement Vendor,Q1,08/05/2022,09/04/2022,Recruitment
FY23,"Deputy Commissioner, Financial Services",ACS,City Limits,City Limits,Job Board,Other,"English, Spanish",34,Graystone,Placement Vendor,Q2,10/12/2022,11/11/2022,Recruitment
FY23,Budget and Operations Manager,ACS,City Limits,City Limits,Job Board,Other,"English, Spanish",45,Graystone,Placement Vendor,Q3,01/01/2023,01/31/2023,Recruitment
FY23,Manager,ACS,City Limits,City Limits,Job Board,Other,"English, Spanish",45,Graystone,Placement Vendor,Q3,01/01/2023,01/31/2023,Recruitment
FY23,ATTORNEY INTERNE,ACS,City Limits,City Limits,Job Board,Other,"English, Spanish",53,Graystone,Placement Vendor,Q3,02/21/2023,03/23/2023,Recruitment
FY23,ATTORNEY LEVEL 2,ACS,City Limits,City Limits,Job Board,Other,"English, Spanish",53,Graystone,Placement Vendor,Q3,03/01/2023,03/31/2023,Recruitment
FY23,Youth Development Specialist,ACS,CRAIGSLIST.COM,Craigslist,Job Board,Other,"English, Spanish",101,Graystone,Placement Vendor,Q1,09/12/2022,10/12/2022,Recruitment
FY23,Affordable Childcare Campaign,ACS,DOCUMENTED,Documented,Newspaper (Digital),Digital,"English, Spanish",2566,Miller,Placement Vendor,Q2,11/01/2022,11/30/2022,Programmatic: Social Services & Benefits
FY23,Affordable Childcare Campaign,ACS,DOCUMENTED,Documented,Newspaper (Digital),Digital,"English, Spanish",5417,Miller,Placement Vendor,Q2,12/01/2022,12/31/2022,Programmatic: Social Services & Benefits
FY23,Child Protective Specialists,ACS,El Diario,El Diario La Prensa,Newspaper (Digital),Digital,"English, Spanish",1800,Graystone,Placement Vendor,Q3,02/01/2023,02/28/2023,Recruitment
FY23,YDS,ACS,ESPN,ESPN,Job Board,Other,"English, Spanish",68641,Graystone,Placement Vendor,Q1,08/09/2022,09/06/2022,Recruitment
FY23,Safe Sleep,ACS,GOOGLE LLC,Google,Other,Other,"English, Spanish",9000,Miller,Placement Vendor,Q2,10/03/2022,10/31/2022,Programmatic: Social Services & Benefits
FY23,Affordable Childcare Campaign,ACS,GOOGLE LLC,Google,Other,Other,"English, Spanish",5026,Miller,Placement Vendor,Q2,11/01/2022,11/30/2022,Programmatic: Social Services & Benefits
FY23,Executive Director,ACS,GOVTJOBS.COM,GOVERNMENTJOBS.COM,Job Board,Other,"English, Spanish",45,Graystone,Placement Vendor,Q1,07/15/2022,08/14/2022,Recruitment
FY23,Deputy Director of Intergovernmental Affairs,ACS,GOVTJOBS.COM,GOVERNMENTJOBS.COM,Job Board,Other,"English, Spanish",45,Graystone,Placement Vendor,Q1,07/15/2022,08/14/2022,Recruitment
FY23,Attorney Interne,ACS,GOVTJOBS.COM,GOVERNMENTJOBS.COM,Job Board,Other,"English, Spanish",45,Graystone,Placement Vendor,Q1,07/22/2022,08/21/2022,Recruitment
FY23,Agency Attorney I,ACS,GOVTJOBS.COM,GOVERNMENTJOBS.COM,Job Board,Other,"English, Spanish",45,Graystone,Placement Vendor,Q1,07/22/2022,08/21/2022,Recruitment
FY23,Attorney Level 2,ACS,GOVTJOBS.COM,GOVERNMENTJOBS.COM,Job Board,Other,"English, Spanish",45,Graystone,Placement Vendor,Q1,07/22/2022,08/21/2022,Recruitment
FY23,"Deputy Commissioner, Financial Services",ACS,GOVTJOBS.COM,GOVERNMENTJOBS.COM,Job Board,Other,"English, Spanish",45,Graystone,Placement Vendor,Q2,10/12/2022,11/11/2022,Recruitment
FY23,Budget and Operations Manager,ACS,GOVERNMENTJOBS.COM,GOVERNMENTJOBS.COM,Job Board,Other,"English, Spanish",45,Graystone,Placement Vendor,Q3,01/01/2023,01/31/2023,Recruitment
FY23,Manager,ACS,GOVERNMENTJOBS.COM,GOVERNMENTJOBS.COM,Job Board,Other,"English, Spanish",45,Graystone,Placement Vendor,Q3,01/01/2023,01/31/2023,Recruitment
FY23,ATTORNEY LEVEL 1,ACS,GOVERNMENTJOBS.COM,GOVERNMENTJOBS.COM,Job Board,Other,"English, Spanish",45,Graystone,Placement Vendor,Q3,03/02/2023,04/01/2023,Recruitment
FY23,ATTORNEY LEVEL 2,ACS,GOVERNMENTJOBS.COM,GOVERNMENTJOBS.COM,Job Board,Other,"English, Spanish",45,Graystone,Placement Vendor,Q3,03/02/2023,04/01/2023,Recruitment
FY23,Child Protective Specialist,ACS,GOVERNMENTJOBS.COM,GOVERNMENTJOBS.COM,Job Board,Other,"English, Spanish",45,Graystone,Placement Vendor,Q3,03/10/2023,04/09/2023,Recruitment
FY23,Affordable Childcare Campaign,ACS,GROUNDTRUTH,Groundtruth,Other,Other,"English, Spanish",6915,Miller,Placement Vendor,Q2,10/01/2022,10/31/2022,Programmatic: Social Services & Benefits
FY23,Safe Sleep,ACS,GROUNDTRUTH,Groundtruth,Other,Other,"English, Spanish",8000,Miller,Placement Vendor,Q2,10/03/2022,10/31/2022,Programmatic: Social Services & Benefits
FY23,Executive Director,ACS,"Idealist.org --action Without Borders, Inc.",Idealist,Job Board,Other,"English, Spanish",30,Graystone,Placement Vendor,Q1,07/15/2022,08/14/2022,Recruitment
FY23,Deputy Director of Intergovernmental Affairs,ACS,"Idealist.org --action Without Borders, Inc.",Idealist,Job Board,Other,"English, Spanish",30,Graystone,Placement Vendor,Q1,07/15/2022,08/14/2022,Recruitment
FY23,Attorney Level 2,ACS,"Idealist.org --action Without Borders, Inc.",Idealist,Job Board,Other,"English, Spanish",30,Graystone,Placement Vendor,Q1,07/22/2022,08/21/2022,Recruitment
FY23,Budget and Operations Manager,ACS,"Idealist.org --action Without Borders, Inc.",Idealist,Job Board,Other,"English, Spanish",30,Graystone,Placement Vendor,Q3,01/01/2023,01/31/2023,Recruitment
FY23,Manager,ACS,"Idealist.org --action Without Borders, Inc.",Idealist,Job Board,Other,"English, Spanish",30,Graystone,Placement Vendor,Q3,01/01/2023,01/31/2023,Recruitment
FY23,ATTORNEY LEVEL 1,ACS,"Idealist.org --action Without Borders, Inc.",Idealist,Job Board,Other,"English, Spanish",50,Graystone,Placement Vendor,Q3,03/01/2023,03/31/2023,Recruitment
FY23,Executive Director,ACS,iHireLegal.com,IHIRE,Job Board,Other,"English, Spanish",67,Graystone,Placement Vendor,Q1,07/15/2022,08/14/2022,Recruitment
FY23,Deputy Director of Intergovernmental Affairs,ACS,iHireLegal.com,IHIRE,Job Board,Other,"English, Spanish",67,Graystone,Placement Vendor,Q1,07/15/2022,08/14/2022,Recruitment
FY23,Attorney Interne,ACS,iHireLegal.com,IHIRE,Job Board,Other,"English, Spanish",67,Graystone,Placement Vendor,Q1,07/22/2022,08/21/2022,Recruitment
FY23,Agency Attorney I,ACS,iHireLegal.com,IHIRE,Job Board,Other,"English, Spanish",67,Graystone,Placement Vendor,Q1,07/22/2022,08/21/2022,Recruitment
FY23,Attorney Level 2,ACS,iHireLegal.com,IHIRE,Job Board,Other,"English, Spanish",67,Graystone,Placement Vendor,Q1,07/22/2022,08/21/2022,Recruitment
FY23,ATTORNEY LEVEL 2,ACS,iHireLegal.com,IHIRE,Job Board,Other,"English, Spanish",79,Graystone,Placement Vendor,Q3,03/04/2023,04/03/2023,Recruitment
FY23,Attorney Interne,ACS,INDEED.COM,Indeed,Job Board,Other,"English, Spanish",422,Graystone,Placement Vendor,Q1,07/22/2022,08/19/2022,Recruitment
FY23,Attorney Level 2,ACS,INDEED.COM,Indeed,Job Board,Other,"English, Spanish",422,Graystone,Placement Vendor,Q1,07/22/2022,08/19/2022,Recruitment
FY23,Senior Planning Manager,ACS,INDEED.COM,Indeed,Job Board,Other,"English, Spanish",422,Graystone,Placement Vendor,Q1,07/11/2022,08/08/2022,Recruitment
FY23,Executive Director,ACS,LAWJOBS.COM,Law Jobs,Job Board,Other,"English, Spanish",156,Graystone,Placement Vendor,Q1,07/15/2022,08/14/2022,Recruitment
FY23,Deputy Director of Intergovernmental Affairs,ACS,LAWJOBS.COM,Law Jobs,Job Board,Other,"English, Spanish",156,Graystone,Placement Vendor,Q1,07/15/2022,08/14/2022,Recruitment
FY23,Attorney Interne,ACS,LAWJOBS.COM,Law Jobs,Job Board,Other,"English, Spanish",156,Graystone,Placement Vendor,Q1,07/22/2022,08/21/2022,Recruitment
FY23,Agency Attorney I,ACS,LAWJOBS.COM,Law Jobs,Job Board,Other,"English, Spanish",156,Graystone,Placement Vendor,Q1,07/22/2022,08/21/2022,Recruitment
FY23,Attorney Level 2,ACS,LAWJOBS.COM,Law Jobs,Job Board,Other,"English, Spanish",156,Graystone,Placement Vendor,Q1,07/22/2022,08/21/2022,Recruitment
FY23,Agency Attorney 3,ACS,LAWJOBS.COM,Law Jobs,Job Board,Other,"English, Spanish",156,Graystone,Placement Vendor,Q1,08/05/2022,09/04/2022,Recruitment
FY23,Summer Safety,ACS,FACEBOOK.COM,Meta,Social Media,Other,"English, Spanish",16498,Miller,Placement Vendor,Q1,08/10/2022,08/31/2022,Programmatic: Social Services & Benefits
FY23,Affordable Childcare Campaign,ACS,INSTAGRAM,Meta,Social Media,Other,"English, Spanish",727,Miller,Placement Vendor,Q1,08/15/2022,08/31/2022,Programmatic: Social Services & Benefits
FY23,Summer Safety,ACS,FACEBOOK.COM,Meta,Social Media,Other,"English, Spanish",9597,Miller,Placement Vendor,Q1,09/01/2022,09/07/2022,Programmatic: Social Services & Benefits
FY23,Affordable Childcare Campaign,ACS,INSTAGRAM,Meta,Social Media,Other,"English, Spanish",2378,Miller,Placement Vendor,Q1,09/01/2022,09/30/2022,Programmatic: Social Services & Benefits
FY23,Safe Sleep,ACS,FACEBOOK.COM,Meta,Social Media,Other,"English, Spanish",11000,Miller,Placement Vendor,Q2,10/03/2022,10/31/2022,Programmatic: Social Services & Benefits
FY23,Affordable Childcare Campaign,ACS,INSTAGRAM,Meta,Social Media,Other,"English, Spanish",1092,Miller,Placement Vendor,Q2,11/01/2022,11/30/2022,Programmatic: Social Services & Benefits
FY23,Safe Sleep,ACS,FACEBOOK.COM,Meta,Other,Other,"English, Spanish",2839,Miller,Placement Vendor,Q3,01/02/2023,01/31/2023,Programmatic: Social Services & Benefits
FY23,Investigative Consultant Level 1,ACS,MONSTER.COM,Monster,Job Board,Other,"English, Spanish",101,Graystone,Placement Vendor,Q1,08/05/2022,09/04/2022,Recruitment
FY23,YDS,ACS,Amsterdam News,New York Amsterdam News,Newspaper (Digital),Digital,"English, Spanish",4500,Graystone,Placement Vendor,Q2,10/16/2022,11/15/2022,Recruitment
FY23,Child Protective Specialists,ACS,Amsterdam News,New York Amsterdam News,Newspaper (Digital),Digital,"English, Spanish",3600,Graystone,Placement Vendor,Q2,10/30/2022,11/29/2022,Recruitment
FY23,Child Protective Specialists,ACS,Amsterdam News,New York Amsterdam News,Newspaper (Digital),Digital,"English, Spanish",29248,Graystone,Placement Vendor,Q3,03/01/2023,03/31/2023,Recruitment
FY23,ATTORNEY LEVEL 2,ACS,New York Nonprofit Press,New York Nonprofit Media,Job Board,Other,"English, Spanish",22,Graystone,Placement Vendor,Q3,03/01/2023,03/31/2023,Recruitment
FY23,Executive Director,ACS,New York State Bar Association,New York State Bar Association,Job Board,Other,"English, Spanish",112,Graystone,Placement Vendor,Q1,07/15/2022,08/14/2022,Recruitment
FY23,Deputy Director of Intergovernmental Affairs,ACS,New York State Bar Association,New York State Bar Association,Job Board,Other,"English, Spanish",112,Graystone,Placement Vendor,Q1,07/15/2022,08/14/2022,Recruitment
FY23,Attorney Interne,ACS,New York State Bar Association,New York State Bar Association,Job Board,Other,"English, Spanish",112,Graystone,Placement Vendor,Q1,07/22/2022,08/21/2022,Recruitment
FY23,Agency Attorney I,ACS,New York State Bar Association,New York State Bar Association,Job Board,Other,"English, Spanish",112,Graystone,Placement Vendor,Q1,07/22/2022,08/21/2022,Recruitment
FY23,Attorney Level 2,ACS,New York State Bar Association,New York State Bar Association,Job Board,Other,"English, Spanish",112,Graystone,Placement Vendor,Q1,07/22/2022,08/21/2022,Recruitment
FY23,Agency Attorney 3,ACS,New York State Bar Association,New York State Bar Association,Job Board,Other,"English, Spanish",112,Graystone,Placement Vendor,Q1,08/05/2022,09/04/2022,Recruitment
FY23,Affordable Childcare Campaign,ACS,OUTFRONT MEDIA,Outfront Media,Other,Other,"English, Spanish",32098,Miller,Placement Vendor,Q1,09/01/2022,09/30/2022,Programmatic: Social Services & Benefits
FY23,Summer Safety,ACS,PRODUCTION (RESIZING),Production (Resizing),Other,Other,"English, Spanish",16500,Miller,Placement Vendor,Q1,08/10/2022,08/31/2022,Programmatic: Social Services & Benefits
FY23,Zito,ACS,BRONX TIMES REPORTER,Schneps Media,Newspaper (Print),Print,"English, Spanish",401,Miller,Placement Vendor,Q1,08/05/2022,08/05/2022,Programmatic: Other
FY23,Femister - Legal Notice,ACS,BRONX TIMES REPORTER,Schneps Media,Newspaper (Print),Print,"English, Spanish",803,Miller,Placement Vendor,Q2,10/21/2022,10/28/2022,Programmatic: Other
FY23,Santiago - Legal Notice,ACS,BRONX TIMES REPORTER,Schneps Media,Newspaper (Print),Print,"English, Spanish",803,Miller,Placement Vendor,Q2,10/21/2022,10/28/2022,Programmatic: Other
FY23,Baby Girl Makins- Legal Notice,ACS,BRONX TIMES REPORTER,Schneps Media,Newspaper (Print),Print,"English, Spanish",401,Miller,Placement Vendor,Q2,10/28/2022,10/28/2022,Programmatic: Other
FY23,Baby Girl Makins- Legal Notice,ACS,QUEENS TIMES LEDGER,Schneps Media,Newspaper (Print),Print,"English, Spanish",401,Miller,Placement Vendor,Q2,10/28/2022,10/28/2022,Programmatic: Other
FY23,Samuels Children,ACS,BRONX TIMES REPORTER,Schneps Media,Newspaper (Print),Print,"English, Spanish",803,Miller,Placement Vendor,Q3,03/24/2023,03/31/2023,Programmatic: Other
FY23,Affordable Childcare Campaign,ACS,SCHNEPS-CNG,Schneps Media,Newspaper (Digital),Digital,"English, Spanish",8767,Miller,Placement Vendor,Q2,11/01/2022,11/30/2022,Programmatic: Social Services & Benefits
FY23,Affordable Childcare Campaign,ACS,SCHNEPS-CNG,Schneps Media,Newspaper (Digital),Digital,"English, Spanish",9219,Miller,Placement Vendor,Q2,12/01/2022,12/31/2022,Programmatic: Social Services & Benefits
