Permit_Type,ACCELA,Facility_Name,ADDRESS_ No,ADDRESS_St,BO,ZIP,Inspection_Date,Inspection_Type,# of PHH Violations,# of All Violations,# of Critical Violations,# of General Violations,DOCKET,Lat,Long,Community Board,Council District,Census tract,Boro-Block-Lot,BIN,NTA,NTA Code
Outdoor,50125381,CENTRAL PARK TOWER CONDOMINIUM,217,W 57TH ST,MA,10019,08/12/2022,Routine Inspection,,0,,,,40.76593,-73.980979,105,06,013700,1010297502,1090180,,MN17
Indoor,50126125,EMPIRE HELLS KITCHEN TMPL LLC,355,W 49TH STREET,MA,10019,07/14/2022,Routine Inspection,3,5,1,1,09054-22S0,40.762244,-73.987922,104,03,012700,,,,MN15
Indoor,41408641,WEST 60 STREET ASSOCIATES LLC,229,WEST   60 STREET,MA,10023,11/16/2022,Routine Inspection,,0,,,,40.771741,-73.988775,107,06,014700,1011520013,1087958,,MN14
Outdoor,41410720,ALLEN OPERATING COMPANY LLC,190,ALLEN STREET,MA,10002,07/28/2022,Routine Inspection,,0,,,,40.722248,-73.988899,103,01,003001,1004177501,1087667,,MN27
Indoor,41410859,BOULEVARD HOUSING CORP,2373,BROADWAY,MA,10024,10/25/2022,Routine Inspection,,0,,,,40.788718,-73.976166,107,06,017500,1012347501,1076251,,MN12
Indoor,41411186,200 CHAMBERS STREET CONDOMINIUM,200,CHAMBERS STREET,MA,10007,11/04/2022,Routine Inspection,0,1,0,1,,40.716863,-74.012207,101,01,002100,1001427502,1087716,,MN24
Indoor,41411189,455 CENTRAL PARK WEST CONDOMINIUM,455,CENTRAL PARK W,MA,10025,03/15/2022,Routine Inspection,,0,,,,40.797939,-73.960115,107,07,018900,1018417503,1081578,,MN12
Indoor,41412914,111 FULTON STREET CONDOMINIUM,111,FULTON STREET,MA,10038,10/19/2022,Routine Inspection,1,2,1,0,13086-22S0,40.709749,-74.006792,101,01,001501,1000917502,1001263,,MN25
Outdoor,41414677,MAGUIRE HOMEOWNER'S ASSOCIATION,10,EL CAMINO LOOP,SI,10309,08/14/2022,Routine Inspection,,0,,,,40.538423,-74.212342,503,51,020803,5069790001,5148998,,SI32
Indoor,41414679,ELEMENT CONDOMINIUM,555,WEST   59 STREET,MA,10019,11/17/2022,Routine Inspection,,0,,,,40.77105,-73.989097,107,06,014700,1011517503,1087704,,MN14
Indoor,41414681,ARRIS LOFTS CONDOMINIUM,27-28,THOMSON AVENUE,QU,11101,09/29/2022,Routine Inspection,,0,,,,40.746196,-73.942029,402,26,001900,4000827501,4000697,,QN31
Indoor,41414686,THE EDUCATIONAL ALL,344,EAST   14 STREET,MA,10003,11/07/2022,Routine Inspection,1,1,0,0,14030-22S0,40.731566,-73.983096,103,02,004000,1004550029,1006521,,MN22
Indoor,41415766,ONE UNION SQUARE EAST CONDOMINIUM,1,IRVING PLACE,MA,10003,03/08/2022,Routine Inspection,,0,,,,40.734072,-73.988713,105,02,005000,1008707501,1083247,,MN21
Outdoor,41419373,HAYDEN ON THE HUDSON CONDOMINIUM,4455,DOUGLAS AVENUE,BX,10471,08/03/2022,Routine Inspection,,0,,,,40.887775,-73.916882,208,11,030900,2059237501,2096857,,BX22
Indoor,41419382,TSI SUNNYSIDE LLC,39-01,QUEENS BLVD,QU,11104,02/16/2022,Routine Inspection,0,2,1,1,01529-22S0,40.744021,-73.926004,402,26,017900,4001910005,4436676,,QN31
Indoor,41419386,15 WILLIAM STREET CONDOMINIUM,15,WILLIAM STREET,MA,10005,02/07/2022,Routine Inspection,0,1,0,1,,40.705209,-74.009998,101,01,000900,1000257501,1087954,,MN25
Indoor,41419387,TSI GLENDALE LLC,80-16,COOPER AVE,QU,11385,01/25/2022,Routine Inspection,0,1,0,1,,40.709453,-73.869569,405,32,063700,4038100350,4462612,,QN19
Indoor,41419390,THE 306 GOLD STREET CONDOMINIUM,306,GOLD STREET,BK,11201,10/27/2022,Routine Inspection,1,1,0,0,13482-22S0,40.694978,-73.983271,302,35,001500,3001337501,3392968,,BK38
Indoor,41419392,THE DOWNTOWN CONDOMINIUM,15,BROAD STREET,MA,10005,09/12/2022,Routine Inspection,0,1,1,0,,40.706531,-74.011022,101,01,000700,1000267501,1078988,,MN25
Indoor,41425345,ALLEN OPERATING COMPANY LLC,190,ALLEN STREET,MA,10002,12/22/2022,Routine Inspection,,0,,,,40.722248,-73.988899,103,01,003001,1004177501,1087667,,MN27
Outdoor,41430174,FITMAR MANAGEMENT LLC,1500,PAERDEGAT AVENUE NORTH,BK,11236,07/27/2022,Routine Inspection,,0,,,,40.627304,-73.902894,318,46,099800,3080120001,3343625,,BK50
Outdoor,41432237,THE WINDSOR APARTMENTS INC.,4705,HENRY HUDSON PARKWAY,BX,10471,06/30/2022,Routine Inspection,2,2,0,0,08406-22S0,40.895547,-73.908376,208,11,030701,2059120001,2085820,,BX22
Indoor,41438949,40 MERCER STREET CONDOMINIUM,40,MERCER STREET,MA,10013,10/27/2022,Routine Inspection,0,3,1,2,13492-22S0,40.721447,-74.00127,102,01,004700,1004747506,1087559,,MN24
Indoor,41439903,CRUNCH LLC,691,FULTON ST,BK,11217,09/15/2022,Routine Inspection,2,3,1,0,11748-22S0,40.687698,-73.977889,302,35,003300,3020960069,3331261,,BK68
Indoor,41439907,CRUNCH LLC,324,FLATBUSH AVENUE,BK,11238,09/15/2022,Routine Inspection,0,1,0,1,,40.676841,-73.972226,306,39,016100,3010570019,3024352,,BK64
Indoor,41439911,CRUNCH LLC,162,WEST   83 STREET,MA,10024,01/02/2022,Routine Inspection,,0,,,,40.78524,-73.975286,107,06,016900,1012130058,1032085,,MN12
Indoor,41439929,CRUNCH LLC,113,4 AVENUE,MA,10003,01/03/2022,Routine Inspection,,0,,,,40.73287,-73.989998,103,02,004200,1005587502,1066890,,MN22
Indoor,41443483,THE LAUREL CONDOMINIUM,400,EAST   67 STREET,MA,10065,11/15/2022,Routine Inspection,,0,,,,40.764285,-73.958312,108,05,011600,1014617501,1087926,,MN31
Indoor,41443571,RIVERBANK WEST,555,WEST   42 STREET,MA,10036,11/19/2022,Routine Inspection,,0,,,,40.76042,-73.997332,104,03,012900,1010710001,1026911,,MN15
Indoor,41445770,"TOWER 111, LLC",885,AVENUE OF THE AMERICAS,MA,10001,12/10/2022,Routine Inspection,,0,,,,40.748189,-73.988963,105,03,010100,1008077502,1088533,,MN17
Indoor,41451492,KEITH LAM,222,DUFFIELD STREET,BK,11201,06/16/2022,Routine Inspection,,0,,,,40.691454,-73.984386,302,33,001500,3001450032,3424452,,BK38
Indoor,41451493,EAST SIDE CLUB LLC,227,EAST   56 STREET,MA,10022,04/29/2022,Routine Inspection,,0,,,,40.759276,-73.967286,106,04,010800,1013300011,1038592,,MN19
Indoor,41451508,THE FITNESS PLACE F,70-24,AUSTIN STREET,QU,11375,11/28/2022,Routine Inspection,1,2,1,0,14586-22S0,40.720658,-73.84617,406,29,071100,4032340183,4077471,,QN17
Outdoor,41451513,246 SPRING STREET LLC,246,SPRING STREET,MA,10013,08/01/2022,Routine Inspection,0,2,0,2,,40.725616,-74.005253,102,01,003700,1004917503,1088431,,MN24
Indoor,41453186,YMCA OF GREATER NEW,207,BEACH   73 STREET,QU,11692,09/28/2022,Routine Inspection,0,2,0,2,,40.589446,-73.801062,414,31,094202,4160880100,4594499,,QN12
Indoor,41466341,ROC-LE TRIOMPHE ASSOCIATES LLC,245,EAST   58 STREET,MA,10022,10/20/2022,Routine Inspection,,0,,,,40.760494,-73.965993,106,05,010800,1013320029,1038634,,MN19
Indoor,41466350,80 METROPOLITAN CONDOMINIUM,80,METROPOLITAN AVE,BK,11249,10/11/2022,Routine Inspection,,0,,,,40.71708,-73.963962,301,33,055500,3023637501,3251736,,BK73
Indoor,41466721,BROOKLYN COLLEGE CUNY,2900,BEDFORD AVENUE,BK,11210,11/10/2022,Routine Inspection,0,3,0,3,,40.63176,-73.952667,314,45,077200,3075520100,3347326,,BK42
Indoor,41473425,BROOKLYN GOLD LLC,235,GOLD STREET,BK,11201,02/16/2022,Routine Inspection,,0,,,,40.697322,-73.983122,302,33,001500,3001220013,3396901,,BK38
Indoor,41473442,PURE 76TH STREET INC,204,WEST   77 STREET,MA,10024,12/15/2022,Routine Inspection,,0,,,,40.781967,-73.979613,107,06,016300,1011687501,1087660,,MN12
Indoor,41473446,TOREN CONDOMINIUM INC,150,MYRTLE AVENUE,BK,11201,11/13/2022,Routine Inspection,0,2,1,1,14248-22S0,40.693606,-73.98308,302,35,001500,3020607501,3394020,,BK38
Indoor,41477222,IMAGINE FLAGSHIP LLC ATTN: BRENDAN,40,HARRISON STREET,MA,10013,07/06/2022,Routine Inspection,,0,,,,40.718866,-74.010844,101,01,003900,1001420025,1083235,,MN24
Outdoor,41481293,568 UNION LLC,568,UNION AVENUE,BK,11211,09/01/2022,Routine Inspection,,0,,,,40.71749,-73.952173,301,33,051500,3027310001,3412620,,BK73
Indoor,41485627,"WATERSIDE PLAZA, LLC",30,WATESIDE PLAZA,MA,10010,01/13/2022,Routine Inspection,,0,,,,40.737655,-73.973867,106,04,006200,1009910060,1083710,,MN20
Indoor,41486305,301 EAST 57 STREET GYM LLC,301,EAST   57 STREET,MA,10022,01/20/2022,Routine Inspection,,0,,,,40.759264,-73.96517,106,04,010800,1013500001,1039997,,MN19
Indoor,41487846,2 GOLD LLC,2,GOLD STREET,MA,10038,10/30/2022,Routine Inspection,0,1,0,1,,40.707295,-74.007336,101,01,001502,1000690018,1087146,,MN25
Indoor,41487891,TOWN SPORTS INTERNATIONAL,1637,THIRD AVENUE,MA,10128,02/08/2022,Routine Inspection,0,2,1,1,01127-22S0,40.782403,-73.951357,108,05,015400,1015377501,1086172,,MN32
Indoor,41489423,133 WEST 22ND STREET CONDOMINIUM,133,WEST   22 STREET,MA,10011,12/11/2022,Routine Inspection,,0,,,,40.742694,-73.99436,104,03,009100,1007987506,1087723,,MN13
Outdoor,41491692,52 EAST 4TH STREET CONDOMINIUM,52,EAST    4 STREET,MA,10003,08/12/2022,Routine Inspection,1,5,1,3,10549-22S0,40.726881,-73.991074,103,02,003800,1004597502,1006566,,MN22
Outdoor,41494490,VALERIE ARMS APARTMENT CORP.,54-40,LITTLE NECK PARKWAY,QU,11362,08/02/2022,Routine Inspection,2,2,0,0,10033-22S0,40.766084,-73.725132,411,19,150702,4082560108,4171524,,QN45
Indoor,41501167,"PARK SOUTH TOWER ASSOCIATES, LLC",124,WEST   60 STREET,MA,10023,10/12/2022,Routine Inspection,2,3,0,1,12692-22S0,40.770231,-73.98523,107,06,014500,1011317502,1028827,,MN14
Indoor,41505928,535 WEST END AVENUE CONDOMINIUM,535,WEST END AVENUE,MA,10024,03/16/2022,Routine Inspection,0,1,1,0,,40.788724,-73.977982,107,06,017100,1012477502,1088301,,MN12
Outdoor,41505960,"M AND R MANAGEMENT CO, INC",1230,AVENUE X,BK,11235,07/30/2022,Routine Inspection,,0,,,,40.591899,-73.957869,315,48,058800,3074130004,3202862,,BK25
Outdoor,41509641,THE TIDES AT CHARLESTON HOME OWNERS ASSOCIATION,15,TIDES LANE,SI,10309,08/29/2022,Routine Inspection,0,1,0,1,,40.529034,-74.239644,503,51,022600,5075960145,5155401,,SI11
Indoor,41523677,BAYROCK SAPIR ORGANIZAT,246,SPRING STREET,MA,10013,01/06/2022,Routine Inspection,0,1,1,0,,40.725616,-74.005253,102,01,003700,1004917503,1088431,,MN24
Indoor,41545915,MILL BASIN FITNESS LLC,6161,STRICKLAND AVENUE,BK,11234,12/22/2022,Routine Inspection,,0,,,,40.612827,-73.91233,318,46,069800,3084701110,3346315,,BK45
Indoor,41548538,995 FIFTH AVENUE OWNERS CORP.,995,5 AVENUE,MA,10028,03/07/2022,Routine Inspection,0,2,1,1,02187-22S0,40.778115,-73.9629,108,04,014200,1014920069,1046650,,MN40
Indoor,41553763,THE 20 PINE STREET CONDOMINIUM,20,PINE STREET,MA,10005,11/05/2022,Routine Inspection,,0,,,,40.707555,-74.009962,101,01,000700,1000447501,1001022,,MN25
Outdoor,41555168,AI 88 LEONARD LLC,88,LEONARD STREET,MA,10013,08/06/2022,Routine Inspection,,0,,,,40.717162,-74.004679,101,01,003300,1001730027,1087082,,MN24
Indoor,41556956,HARSTELL CORPORATION,1,PARK AVENUE,MA,10016,12/15/2022,Routine Inspection,,0,,,,40.746069,-73.982071,105,02,007200,1008887503,1018472,,MN20
Outdoor,41567960,TORAH ACADEMY FOR GIRLS,444,BEACH    6 STREET,QU,11691,08/05/2022,Routine Inspection,,0,,,,40.599195,-73.740543,414,31,101002,4155910001,4298759,,QN15
Indoor,41570005,EQUINOX HUDSON STREET INC,421,HUDSON STREET,MA,10014,10/27/2022,Routine Inspection,,0,,,,40.730063,-74.006891,102,03,006900,1006017501,1067116,,MN23
Indoor,41576380,WILLIAMSBURG WATERFRONT HOMEOWNERS ASSOCIATION,2,NORTHSIDE PIERS,BK,11249,02/02/2022,Routine Inspection,,0,,,,40.7198,-73.963867,301,33,055500,3023407503,3397447,,BK73
Indoor,41576475,SPA 88 LLC,88,FULTON STREET,MA,10038,02/09/2022,Routine Inspection,4,9,3,2,01240-22S0,40.709299,-74.005944,101,01,001502,1000770024,1077403,,MN25
Indoor,41577793,11211 CONDOMINI EDGE,22,NORTH    6 STREET,BK,11249,11/22/2022,Routine Inspection,1,3,1,1,14523-22S0,40.720077,-73.962813,301,33,055500,3023327502,3397446,,BK73
Indoor,41580628,LONDON TERRACE TOWERS OWNERS INC.,405,WEST   23 STREET,MA,10011,11/15/2022,Routine Inspection,,0,,,,40.746712,-74.001826,104,03,009300,1007217501,1077236,,MN13
Outdoor,41581532,SHOREHAVEN CONDOMINIUM ASSOCIATION,15,WHITE PLAINS ROAD,BX,10473,06/28/2022,Routine Inspection,,0,,,,40.806028,-73.854522,209,18,000200,2034300082,2120839,,BX09
Indoor,41583043,"TOWN SPORTS INTERNATIONAL, LLC",349,EAST   76 STREET,MA,10021,12/04/2022,Routine Inspection,0,2,1,1,14839-22S0,40.770794,-73.955048,108,05,013400,1014510014,1045171,,MN31
Indoor,41584025,10 WEST END AVENUE CONDOMINIUM,10,WEST END AVENUE,MA,10023,10/26/2022,Routine Inspection,,0,,,,40.771986,-73.990169,107,06,014700,1011517502,1087651,,MN14
Outdoor,41587921,DONALD LENTNEK,2770,OCEAN AVENUE,BK,11229,07/30/2022,Routine Inspection,,0,,,,40.593831,-73.950368,315,48,059200,3074040020,3202124,,BK17
Outdoor,41589456,THE A BUILDING CONDOMINIUM,425,EAST 13TH ST,MA,10009,08/04/2022,Routine Inspection,0,1,0,1,,40.730363,-73.982353,103,02,003400,1004417503,1087654,,MN22
Indoor,41589480,41389443,25,WEST   32 STREET,MA,10001,01/05/2022,Routine Inspection,0,2,0,2,,40.747535,-73.986372,105,04,007600,1008340026,1015847,,MN17
Indoor,41589480,41389443,25,WEST   32 STREET,MA,10001,02/08/2022,Routine Inspection,,0,,,,40.747535,-73.986372,105,04,007600,1008340026,1015847,,MN17
Outdoor,41591390,"M&R MANAGEMENT CO, INC",2365,EAST   13 STREET,BK,11229,07/25/2022,Routine Inspection,,0,,,,40.592434,-73.957073,315,48,058400,3073980027,3201796,,BK25
Indoor,41591402,100 ELEVENTH AVENUE CONDOMINIUM,100,11 AVENUE,MA,10011,10/24/2022,Routine Inspection,0,2,1,1,,40.746215,-74.008055,104,03,009900,1006917501,1087746,,MN13
Outdoor,41594244,MILL HARBOR CONDOMINIUM,1980,BERGEN AVENUE,BK,11234,08/31/2022,Routine Inspection,0,2,0,2,,40.624744,-73.907185,318,46,069602,3083747505,3413641,,BK45
Indoor,41595777,377 GREENWICH OPERATING LLC,377,GREENWICH STREET,MA,10013,10/25/2022,Routine Inspection,,0,,,,40.719783,-74.010227,101,01,003900,1001870016,1087575,,MN24
Outdoor,41596291,THE ST TROPEZ CONDOMINIUM,340,EAST   64 STREET,MA,10065,07/26/2022,Routine Inspection,,0,,,,40.763292,-73.961035,108,05,011000,1014387501,1044390,,MN31
Indoor,41596506,"THE GYM AT 42ND STREET, LLC",620,WEST   42 STREET,MA,10036,12/06/2022,Routine Inspection,,0,,,,40.761199,-73.999235,104,03,011700,1010897502,1088643,,MN13
Indoor,41608716,THE CONVENT OF THE SACRED HEART SCHOOL,406,EAST   91 STREET,MA,10128,09/30/2022,Routine Inspection,,0,,,,40.7799,-73.946665,108,05,015200,1015700041,1050740,,MN32
Outdoor,41611448,THE BREAKERS AT SHEEPSHEAD BAY CONDOMINIUM ASSOC,3144,EMMONS AVENUE,BK,11235,08/19/2022,Routine Inspection,,0,,,,40.584041,-73.934495,315,48,062200,3088157501,3398541,,BK17
Indoor,41614943,YMCA OF GREATER NEW YORK INC,2980,WEST   29 STREET,BK,11224,02/22/2022,Routine Inspection,,0,,,,40.573421,-73.995015,313,47,034200,3070510133,3414027,,BK21
Indoor,41630250,MP LIBERTY LLC,200,NORTH END AVENUE,MA,10282,12/04/2022,Routine Inspection,,0,,,,40.71619,-74.015071,101,01,031703,1000167520,1087847,,MN25
Indoor,41634907,"ACQUA ANCIENT BATH NEW YORK,LLC",88,FRANKLIN STREET,MA,10013,01/20/2022,Routine Inspection,,0,,,,40.718106,-74.004935,101,01,003300,1001757505,1084762,,MN24
Indoor,41644808,POOL DE POINT LLC,20-07,127 STREET,QU,11356,12/06/2022,Routine Inspection,,0,,,,40.781456,-73.841414,407,19,091900,4041720007,4099328,,QN23
Indoor,41651140,THE 322 WEST 57TH STREET CONDOMINIUM,322,WEST   57 STREET,MA,10019,02/22/2022,Routine Inspection,2,3,0,1,0171122S0,40.767077,-73.983755,104,06,013900,1010477503,1025450,,MN15
Outdoor,41653669,BLDG HH SUPERIOR LLC,24520,GRAND CENTRAL PKWY,QU,11426,07/14/2022,Routine Inspection,0,3,1,2,09094-22S0,40.75069,-73.726964,413,23,155102,4084010600,4456352,,QN44
Indoor,41654856,"LEMAN MANHATTAN PREPARATORY SCHOOL, LLC",41,BROAD STREET,MA,10004,02/15/2022,Routine Inspection,,0,,,,40.705576,-74.011448,101,01,000900,1000250010,1000823,,MN25
Indoor,41654873,"LEMAN MANHATTAN PREPARATORY SCHOOL, LLC",1,MORRIS STREET,MA,10004,03/10/2022,Routine Inspection,,0,,,,40.705903,-74.013378,101,01,001300,1000130027,1000045,,MN25
Indoor,41658752,THE ALFRED CONDOMINIUM,161,WEST   61 STREET,MA,10023,11/14/2022,Routine Inspection,0,1,0,1,,40.771406,-73.986057,107,06,014500,1011327501,1070131,,MN14
Indoor,41659835,COLUMBUS SQUARE 808 LLC,808,COLUMBUS AVENUE,MA,10025,02/18/2022,Routine Inspection,,0,,,,40.794568,-73.96629,107,07,018500,1018527501,1088432,,MN12
Indoor,41660735,AQUA STUDIO NY LLC,78,FRANKLIN STREET,MA,10013,10/30/2022,Routine Inspection,,0,,,,40.71795,-74.004596,101,01,003300,1001750004,1001920,,MN24
Outdoor,41664736,1280 FIFTH CONDOMINIUM,1280,FIFTH AVENUE,MA,10029,08/19/2022,Routine Inspection,,0,,,,40.796304,-73.949614,111,09,017401,1016157501,1089046,,MN33
Outdoor,41664972,EQUINOX HUDSON STREET INC,421,HUDSON STREET,MA,10014,08/01/2022,Routine Inspection,1,4,0,3,09958-22S0,40.730063,-74.006891,102,03,006900,1006017501,1067116,,MN23
Indoor,41666463,NEW SETTLEMENT COMMUNITY CAMPUS CORP,1501,JEROME AVENUE,BX,10452,09/28/2022,Routine Inspection,,0,,,,40.842495,-73.916082,204,16,020900,2028590077,2008336,,BX63
Indoor,41667414,WINDERMERE  OWNERS  LLC,666,WEST END AVENUE,MA,10025,11/19/2022,Routine Inspection,0,2,1,1,14449-22S0,40.793033,-73.974817,107,06,017900,1012400001,1033609,,MN12
Indoor,41668159,CRUNCH LLC,222,East 34th St,MA,10001,09/20/2022,Routine Inspection,,0,,,,40.74528,-73.977094,106,04,007000,1009140036,1088117,,MN20
Outdoor,41676129,NYCP&R/MC CARREN PARK POOL,776,LORIMER ST,BK,11222,07/25/2022,Routine Inspection,,0,,,,40.720182,-73.950375,301,33,051500,3026960001,3067525,,BK73
Indoor,41676805,CARNEGIE MANAGEMENT,40,NORTH    4 STREET,BK,11211,03/01/2022,Routine Inspection,0,1,0,1,,40.718482,-73.963215,301,33,055500,3023490015,3343247,,BK73
Indoor,41677630,"M CLUB GYM, LLC",550,WEST 54TH ST,MA,10019,12/03/2022,Routine Inspection,,0,,,,40.767956,-73.991816,104,03,013500,1010827501,1088726,,MN15
Outdoor,41677647,"M CLUB GYM, LLC",550,West 54TH ST,MA,10019,08/18/2022,Routine Inspection,,0,,,,40.767956,-73.991816,104,03,013500,1010827501,1088726,,MN15
Outdoor,41679341,SVF KENT BROOKLYN CORPORATION,111,KENT AVENUE,BK,11249,08/05/2022,Routine Inspection,0,1,0,1,,40.720543,-73.961468,301,33,055700,3023170005,3425620,,BK73
Outdoor,41679581,KENT AVENUE PROPERTY 3 LLC,1,N 4TH PLACE,BK,11249,08/11/2022,Routine Inspection,0,1,1,0,,40.719372,-73.964315,301,33,055500,3023400004,3398150,,BK73
Indoor,41682974,CRUNCH LLC,250,WEST   54 STREET,MA,10019,01/04/2022,Routine Inspection,0,1,1,0,,40.764308,-73.983145,105,03,013100,1010250054,1024842,,MN17
Indoor,41685520,1214 FIFTH AVENUE,1214,FIFTH AVENUE,MA,10029,03/07/2022,Routine Inspection,,0,,,,40.791313,-73.952376,111,08,016800,1016077503,1051489,,MN33
Indoor,41691630,NYC POLICE DEPARTMENT,127-10,28 AVENUE,QU,11354,11/30/2022,Routine Inspection,0,1,1,0,,40.772915,-73.841536,407,19,090700,4043270001,4541694,,QN23
Indoor,41696960,MOTT & PRINCE MANAGEMENT INC,379,MADISON STREET,MA,10002,10/30/2022,Routine Inspection,,0,,,,40.713505,-73.981347,103,01,000202,1002670037,1003221,,MN28
Indoor,41698301,EQUINOX ROCKEFELLER CENTER INC,630,FIFTH AVENUE,MA,10111,01/04/2022,Routine Inspection,0,1,0,1,,40.758782,-73.977036,105,04,010400,1012660001,1083860,,MN17
Outdoor,41698847,LITTLE FRIENDS HOUSE II INFANT,75-41,164 STREET,QU,11366,07/27/2022,Routine Inspection,0,4,2,2,09727-22S0,40.726222,-73.804987,408,24,124100,4069670028,4150801,,QN38
Indoor,41699336,VIII- HOTEL II TRIBECA HOLDINGS LLC,20,WEST   53 STREET,MA,10019,03/16/2022,Routine Inspection,0,1,0,1,,40.760972,-73.977172,105,04,010400,1012687503,1089376,,MN17
Indoor,41700349,ET 400 PAS LLC,400,PARK AVENUE SOUTH,MA,10016,03/14/2022,Routine Inspection,0,1,1,0,02527-22S0,40.743182,-73.98419,105,02,005600,1008577503,1089699,,MN13
Indoor,41707716,TAKE ME TO THE WATER SWIM SCHOOL,111-20,QUEENS BOULEVARD,QU,11375,08/22/2022,Routine Inspection,0,1,0,1,,40.718378,-73.837127,406,29,076901,4032940026,4078828,,QN17
Indoor,41710585,WEST GARDEN INC,243,WEST   30 STREET,MA,10001,01/10/2022,Routine Inspection,,0,,,,40.749018,-73.993731,105,03,010100,1007800015,1014340,,MN17
Indoor,41717962,THE JEWISH COMMUNIT,334,AMSTERDAM AVENUE,MA,10023,10/20/2022,Routine Inspection,0,1,0,1,,40.781014,-73.979891,107,06,016300,1011670033,1085971,,MN12
Indoor,41718030,THE LUCIDA,151,E 85TH ST,MA,10028,11/01/2022,Routine Inspection,,0,,,,40.778653,-73.955679,108,04,014801,1015147502,1088463,,MN40
Indoor,41724103,FITNESS INTERNATIONAL LLC,1776,EASTCHESTER ROAD,BX,10461,02/03/2022,Routine Inspection,0,2,1,1,,40.850436,-73.843036,211,13,028400,2042267502,2047127,,BX37
Outdoor,41728271,MARINA TOWER ASSOCIATES L.P.,375,SOUTH END AVENUE,MA,10280,07/26/2022,Routine Inspection,,0,,,,40.711098,-74.015983,101,01,031704,1000160100,1083375,,MN25
Outdoor,41730226,HILARY GARDENS COMPANY LLC,300,MERCER STREET,MA,10003,08/05/2022,Routine Inspection,,0,,,,40.730458,-73.99365,102,02,005700,1005480070,1008840,,MN23
Indoor,41730380,FC 8 SPRUCE STREET RESIDENTIAL LLC,8,SPRUCE STREET,MA,10038,10/18/2022,Routine Inspection,0,1,0,1,,40.711245,-74.005396,101,01,001501,1001007502,1087485,,MN25
Indoor,41730431,EQUINOX 74TH STREET INC,1429,2 AVENUE,MA,10021,12/12/2022,Routine Inspection,,0,,,,40.770416,-73.9572,108,05,013400,1014297502,1087911,,MN31
Indoor,41730438,EQUINOX COURT STREET INC,194,JORALEMON STREET,BK,11201,12/15/2022,Routine Inspection,,0,,,,40.692632,-73.991623,302,33,000900,3002650043,3002549,,BK09
Indoor,41730447,EQUINOX 17TH STREET INC,100,10 AVENUE,MA,10011,12/10/2022,Routine Inspection,,0,,,,40.74363,-74.007109,104,03,008300,1007147501,1080359,,MN13
Outdoor,41731893,ONE YORK STREET CONDOMINIUM,1,YORK STREET,MA,10013,08/24/2022,Routine Inspection,,0,,,,40.721085,-74.005754,101,01,003300,1002127503,1002736,,MN24
Outdoor,41732342,SILVER LAKE ASSOCIATES,937,VICTORY BOULEVARD,SI,10301,08/28/2022,Routine Inspection,,0,,,,40.621485,-74.097447,501,49,005900,5002400003,5006534,,SI35
Indoor,41733136,POLY PREP COUNTRY DAY SCHOOL,9216,7 AVENUE,BK,11228,11/07/2022,Routine Inspection,0,2,0,2,,40.612318,-74.023732,310,50,015200,3061430001,3336349,,BK30
Indoor,41733694,515 EAST 72ND STREET CONDOMINIUM,515,EAST   72 STREET,MA,10021,11/10/2022,Routine Inspection,0,1,0,1,,40.766492,-73.952871,108,05,012400,1014847501,1046261,,MN31
Indoor,41734417,ASPHALT GREEN INC,212,NORTH END AVENUE,MA,10282,10/20/2022,Routine Inspection,0,1,1,0,,40.716214,-74.015053,101,01,031703,1000167520,1087847,,MN25
Indoor,41735863,95 BEDFORD LLC,101,BEDFORD AVENUE,BK,11211,10/07/2022,Routine Inspection,,0,,,,40.720299,-73.955068,301,33,051700,3022910001,3251727,,BK73
Indoor,41737988,SECOND AVENUE SOLOW DEVELOPMENT CORPORATION,1113,YORK AVE,MA,10065,11/17/2022,Routine Inspection,0,1,0,1,,40.759383,-73.959207,108,05,010602,1014550021,1045277,,MN31
Indoor,41738014,BROOKLYN TENNIS & SPORTS CLUB,2781,SHELL ROAD,BK,11223,03/02/2022,Routine Inspection,,0,,,,40.584504,-73.974514,313,47,037402,3072330210,3423929,,BK26
Indoor,41740262,LEGACY GLOBAL GROUP,2116,1ST AVE,MA,10029,11/02/2022,Routine Inspection,0,2,0,2,,40.791649,-73.93857,111,08,016200,1017010001,1083955,,MN33
Indoor,50003158,NEW YORK SPA & SAUNA CORP,149-06,NORTHERN BLVD,QU,11354,09/08/2022,Routine Inspection,5,5,0,0,11493-22S0,40.765338,-73.816869,407,20,115700,4050177503,4595272,,QN51
Outdoor,50003694,BROOKLYN PIER 1 HOTEL OWNER LP,60,FURMAN STREET,BK,11201,08/24/2022,Routine Inspection,0,1,0,1,,40.701586,-73.995528,302,33,000100,3001990010,3401675,,BK09
